canonical_key,term_de,article,pos,translations_ja,translations_en,prateritum,partizip_ii,plural,notes,levels,sources,categories
verkäufer,der Verkäufer,der,noun,店員（男）,salesperson (m),,,die Verkäufer,,A1,german_vocab_master.xlsx,Einkaufen | noun | A1
verkäuferin,die Verkäuferin,die,noun,店員（女）,salesperson (f),,,die Verkäuferinnen,,A1,german_vocab_master.xlsx,Einkaufen | noun | A1
verkörpern,verkörpern,,verb,具現化する,to embody,verkörperte,hat verkörpert,,,C1,german_vocab_master.xlsx,verb | C1
verkörperung,die Verkörperung,die,noun,具現化,embodiment,,,die Verkörperungen,,C1,german_vocab_master.xlsx,noun | C1
verlag,der Verlag,der,noun,出版社,publisher,,,die Verlage,,B2,german_vocab_master.xlsx,Medien | noun | B2
verlangen,verlangen,,verb,要求する,to demand,verlangte,hat verlangt,,,B2,german_vocab_master.xlsx,verb | B2
verletzt,verletzt,,adj,けがをした,injured,,,,,A2,german_vocab_master.xlsx,Gesundheit | adj | A2
verletzung,die Verletzung,die,noun,けが,injury,,,die Verletzungen,,A2,german_vocab_master.xlsx,Gesundheit | noun | A2
verleugnen,verleugnen,,verb,否認する,to deny,verleugnete,hat verleugnet,,,C1,german_vocab_master.xlsx,verb | C1
verliebtheit,die Verliebtheit,die,noun,恋愛感情,being in love / infatuation,,,(uncountable),,B1,german_vocab_master.xlsx,Gefühle | noun | B1
verlieren,verlieren,,verb,失う,to lose,verlor,hat verloren,,irregular,A2,german_vocab_master.xlsx,verb | A2
verlobte,der Verlobte,der,noun,婚約者,fiancé,,,die Verlobten,adj-decl,A2,german_vocab_master.xlsx,noun | A2
verlust,der Verlust,der,noun,損失,loss,,,die Verluste,,B2,german_vocab_master.xlsx,Wirtschaft | noun | B2
verlässlich,verlässlich,,adj,頼れる,dependable,,,,,B2,german_vocab_master.xlsx,adj | B2
vermeiden,vermeiden,,verb,避ける,to avoid,vermied,vermieden,,,B1,german_vocab_master.xlsx,verb | B1
vermeintlich,vermeintlich,,adj/adv,そう思われる,supposed,,,,,C1,german_vocab_master.xlsx,adj/adv | C1
vermieten,vermieten,,verb,賃貸する（貸す）,to rent out,vermietete,hat vermietet,,,A2,german_vocab_master.xlsx,Wohnen | Einkaufen | verb | A2
vermieter,der Vermieter,der,noun,家主,landlord,,,die Vermieter,,A2,german_vocab_master.xlsx,Wohnen | noun | A2
vermieterin,die Vermieterin,die,noun,家主（女）,landlady,,,die Vermieterinnen,,A2,german_vocab_master.xlsx,Wohnen | noun | A2
vermitteln,vermitteln,,verb,仲介する／伝える,to mediate / convey / provide,vermittelte,vermittelt,,,B1,german_vocab_master.xlsx,verb | B1
vermittler,der Vermittler,der,noun,仲介者,mediator,,,die Vermittler,,C1,german_vocab_master.xlsx,noun | C1
vermittlung,die Vermittlung,die,noun,仲介,mediation,,,die Vermittlungen,,C1,german_vocab_master.xlsx,noun | C1
vermuten,vermuten,,verb,推測する,to assume / suspect,vermutete,vermutet,,,B1,german_vocab_master.xlsx,verb | B1
vermutlich,vermutlich,,adv,おそらく,presumably / probably / supposedly,,,,,B1,german_vocab_master.xlsx,adv | B1
vermutung,die Vermutung,die,noun,推測,supposition,,,die Vermutungen,,B2,german_vocab_master.xlsx,noun | B2
vernichten,vernichten,,verb,消滅させる,to destroy / annihilate / wipe out,vernichtete,vernichtet,,,B1,german_vocab_master.xlsx,verb | B1
verregnet,verregnet,,adj,雨天の,rainy / rained out,,,,,B1,german_vocab_master.xlsx,Wetter | adj | B1
verringern,verringern,,verb,減らす,to reduce / decrease,verringerte,verringert,,,B1,german_vocab_master.xlsx,verb | B1
verschicken,verschicken,,verb,発送する,to dispatch,verschickte,hat verschickt,,,A2,german_vocab_master.xlsx,verb | A2
verschieben,verschieben,,verb,延期する,to postpone / shift / move,verschob,verschoben,,,B1,german_vocab_master.xlsx,verb | B1
verschieden,verschieden,,adj,異なる,different,,,,,A2,german_vocab_master.xlsx,adj | A2
verschmutzen,verschmutzen,,verb,汚染する,to pollute / dirty,verschmutzte,verschmutzt,,,B1,german_vocab_master.xlsx,verb | B1
verschmutzung,die Verschmutzung,die,noun,汚染,pollution,,,die Verschmutzungen,,B2,german_vocab_master.xlsx,Umwelt | noun | B2
verschweigen,verschweigen,,verb,黙秘する,to keep silent about,verschwieg,hat verschwiegen,,irregular,C1,german_vocab_master.xlsx,verb | C1
verschwenden,verschwenden,,verb,無駄にする,to waste / squander,verschwendete,verschwendet,,,B1,german_vocab_master.xlsx,verb | B1
verschwendung,die Verschwendung,die,noun,無駄遣い,waste / squandering,,,die Verschwendungen,,B1,german_vocab_master.xlsx,noun | B1
versicherung,die Versicherung,die,noun,保険,insurance,,,die Versicherungen,,A2,german_vocab_master.xlsx,Einkaufen | noun | A2
verspätung,die Verspätung,die,noun,遅延,delay,,,die Verspätungen,,A2,german_vocab_master.xlsx,Verkehr | Zeit | noun | A2
verstehen,verstehen,,verb,理解する,to understand,verstand,hat verstanden,,,A1,german_vocab_master.xlsx,verb | A1
versteuern,versteuern,,verb,課税される,to pay tax on / declare for tax,versteuerte,versteuert,,,B1,german_vocab_master.xlsx,Einkaufen | verb | B1
verstoßen gegen (+akk.),verstoßen gegen (+Akk.),,verb,〜に違反する,to violate / infringe / go against,verstieß,verstoßen,,,B1,german_vocab_master.xlsx,verb | B1
versuchen,versuchen,,verb,試みる,to try,versuchte,hat versucht,,,A2,german_vocab_master.xlsx,verb | A2
verteilen,verteilen,,verb,配布する,to distribute / hand out,verteilte,verteilt,,,B1,german_vocab_master.xlsx,verb | B1
vertrag,der Vertrag,der,noun,契約,contract,,,die Verträge,,A2,german_vocab_master.xlsx,Arbeit | noun | A2
vertraulich,vertraulich,,adj,秘密の,confidential,,,,,B2,german_vocab_master.xlsx,adj | B2
vertreten,vertreten,,verb,代理する／代表する,to represent,vertrat,hat vertreten,,irregular,B2,german_vocab_master.xlsx,verb | B2
vertreter,der Vertreter,der,noun,代表者,representative,,,die Vertreter,,C1,german_vocab_master.xlsx,Arbeit | Politik | noun | C1
vertreterin,die Vertreterin,die,noun,代表者（女）,representative (f),,,die Vertreterinnen,,C1,german_vocab_master.xlsx,noun | C1
vertretung,die Vertretung,die,noun,代理／代表,representation / substitute / agency,,,die Vertretungen,,B1,german_vocab_master.xlsx,noun | B1
verwaltung,die Verwaltung,die,noun,行政,administration,,,die Verwaltungen,,B2,german_vocab_master.xlsx,Politik | noun | B2
verwandte,der Verwandte,der,noun,親戚 | 親戚（女）,relative | relative (f),,,die Verwandten,adj-decl,A2,german_vocab_master.xlsx,Familie | noun | A2
verwenden,verwenden,,verb,使用する,to use,verwendete,hat verwendet,,,A2,german_vocab_master.xlsx,verb | A2
verwirklichen,verwirklichen,,verb,実現する,to realize / make come true,verwirklichte,verwirklicht,,,B1,german_vocab_master.xlsx,verb | B1
verwirklichung,die Verwirklichung,die,noun,実現,realization,,,die Verwirklichungen,,C1,german_vocab_master.xlsx,noun | C1
verwunderlich,verwunderlich,,adj,驚くべき,surprising,,,,,C1,german_vocab_master.xlsx,adj | C1
verzeihung,Verzeihung,die,noun,失礼,pardon,,,,,A1,german_vocab_master.xlsx,noun | A1
verzichten,verzichten,,verb,あきらめる,to give up,verzichtete,hat verzichtet,,,B2,german_vocab_master.xlsx,verb | B2
verzichten auf (+akk.),verzichten auf (+Akk.),,verb,〜を断念する,to give up / do without,verzichtete,verzichtet,,,B1,german_vocab_master.xlsx,verb | B1
verändern,verändern,,verb,変化させる,to change,veränderte,hat verändert,,,A2,german_vocab_master.xlsx,verb | A2
veränderung,die Veränderung,die,noun,変化／変容,change / transformation,,,die Veränderungen,,B1,german_vocab_master.xlsx,noun | B1
veröffentlichen,veröffentlichen,,verb,発表する,to publish,veröffentlichte,hat veröffentlicht,,,B2,german_vocab_master.xlsx,Medien | verb | B2
veröffentlichung,die Veröffentlichung,die,noun,発表,publication,,,die Veröffentlichungen,,B2,german_vocab_master.xlsx,noun | B2
video,das Video,das,noun,動画,video,,,die Videos,,A2,german_vocab_master.xlsx,noun | A2
viel,viel,,adj,多い,"much, many",,,,,A2,german_vocab_master.xlsx,adj | A2
vielfalt,die Vielfalt,die,noun,多様性,diversity,,,die Vielfalten,,C1,german_vocab_master.xlsx,Gesellschaft | noun | C1
vielfältig,vielfältig,,adj,多様な,diverse,,,,,B2,german_vocab_master.xlsx,adj | B2
vielleicht,vielleicht,,adv,もしかしたら,maybe,,,,,A1,german_vocab_master.xlsx,adv | A1
vielmehr,vielmehr,,adv,むしろ,rather,,,,,B2,german_vocab_master.xlsx,adv | B2
vier,vier,,num,4,four,,,,,A1,german_vocab_master.xlsx,num | A1
vierzehn,vierzehn,,num,14,fourteen,,,,,A1,german_vocab_master.xlsx,num | A1
vierzig,vierzig,,num,40,forty,,,,,A1,german_vocab_master.xlsx,num | A1
visum,das Visum,das,noun,ビザ,visa,,,die Visa,,A2,german_vocab_master.xlsx,Reisen | noun | A2
vogel,der Vogel,der,noun,鳥,bird,,,die Vögel,,A2,german_vocab_master.xlsx,noun | A2
volk,das Volk,das,noun,民族,"people, folk",,,die Völker,,A2,german_vocab_master.xlsx,noun | A2
volksabstimmung,die Volksabstimmung,die,noun,国民投票,referendum,,,die Volksabstimmungen,,C1,german_vocab_master.xlsx,Politik | noun | C1
voll,voll,,adj,いっぱい,full,,,,,A1,german_vocab_master.xlsx,adj | A1
von,von,,prep,〜から,"from, of",,,,+ Dat.,A1,german_vocab_master.xlsx,prep | A1
vor,vor,,prep,〜の前に,"in front of, before",,,,+ Akk./Dat.,A1,german_vocab_master.xlsx,prep | A1
vor allem,vor allem,,adv,とりわけ,above all,,,,,A2,german_vocab_master.xlsx,adv | A2
vorankommen,vorankommen,,verb,前進する,to make progress / get ahead,kam voran,vorangekommen,,,B1,german_vocab_master.xlsx,verb | B1
voraussetzen,voraussetzen,,verb,前提とする,to presuppose,setzte voraus,hat vorausgesetzt,,,B2,german_vocab_master.xlsx,verb | B2
voraussetzung,die Voraussetzung,die,noun,前提条件／資格要件,requirement / prerequisite,,,die Voraussetzungen,,B1,german_vocab_master.xlsx,noun | B1
voraussichtlich,voraussichtlich,,adv,おそらく,probably / presumably / expected,,,,,B1,german_vocab_master.xlsx,adv | B1
vorbeikommen,vorbeikommen,,verb,立ち寄る,to drop by / pass by / come over,kam vorbei,vorbeigekommen,,,B1,german_vocab_master.xlsx,Reisen | verb | B1
vorbeiradeln,vorbeiradeln,,verb,自転車で通り過ぎる,to cycle past,radelte vorbei,vorbeigegradelt,,,B1,german_vocab_master.xlsx,Verkehr | verb | B1
vorbereiten,vorbereiten,,verb,準備する,to prepare,bereitete vor,hat vorbereitet,,,A2,german_vocab_master.xlsx,verb | A2
vorbildlich,vorbildlich,,adj,模範的な,exemplary / model,,,,,B1,german_vocab_master.xlsx,adj | B1
vorgabe,die Vorgabe,die,noun,指針／目標値,"specification, target",,,die Vorgaben,,C1,german_vocab_master.xlsx,noun | C1
vorgeben,vorgeben,,verb,見せかける／指示する,"to pretend, to specify",gab vor,hat vorgegeben,,irregular,C1,german_vocab_master.xlsx,verb | C1
vorgeblich,vorgeblich,,adj/adv,見せかけの,ostensibly,,,,,C1,german_vocab_master.xlsx,adj/adv | C1
vorgehen,das Vorgehen,das,noun,進め方,approach,,,,,C1,german_vocab_master.xlsx,noun | C1
vorgehensweise,die Vorgehensweise,die,noun,進め方,"approach, procedure",,,die Vorgehensweisen,,C1,german_vocab_master.xlsx,noun | C1
vorgesetzte,der Vorgesetzte,der,noun,上司,superior / boss,,,die Vorgesetzten,,B1,german_vocab_master.xlsx,Arbeit | noun | B1
vorgestern,vorgestern,,adv,おととい,day before yesterday,,,,,A1,german_vocab_master.xlsx,Zeit | adv | A1
vorhaben,das Vorhaben,das,noun,計画／意図,plan / project / intention,,,die Vorhaben,,B1,german_vocab_master.xlsx,noun | B1
vorhang,der Vorhang,der,noun,カーテン,curtain,,,die Vorhänge,,A2,german_vocab_master.xlsx,Wohnen | noun | A2
vorher,vorher,,adv,事前に／前もって,beforehand / in advance,,,,,B1,german_vocab_master.xlsx,adv | B1
vorlesen,vorlesen,,verb,音読する,to read aloud,las vor,hat vorgelesen,,irregular,A2,german_vocab_master.xlsx,Freizeit | verb | A2
vorlesung,die Vorlesung,die,noun,講義,lecture,,,die Vorlesungen,,A2,german_vocab_master.xlsx,Schule | noun | A2
vorläufig,vorläufig,,adj,暫定の,preliminary,,,,,B2,german_vocab_master.xlsx,adj | B2
vormittag,der Vormittag,der,noun,午前,"morning, forenoon",,,die Vormittage,,A1,german_vocab_master.xlsx,Zeit | noun | A1
vorn,vorn,,adv,前に,in front,,,,,A2,german_vocab_master.xlsx,adv | A2
vorname,der Vorname,der,noun,名,first name,,,die Vornamen,,A1,german_vocab_master.xlsx,noun | A1
vorne,vorne,,adv,前に,in front / at the front,,,,,B1,german_vocab_master.xlsx,adv | B1
vornehmlich,vornehmlich,,adv,主に,primarily,,,,,C1,german_vocab_master.xlsx,adv | C1
vorschlag,der Vorschlag,der,noun,提案,suggestion,,,die Vorschläge,,A2,german_vocab_master.xlsx,noun | A2
vorschlagen,vorschlagen,,verb,提案する,to suggest,schlug vor,hat vorgeschlagen,,irregular,A2,german_vocab_master.xlsx,verb | A2
vorschrift,die Vorschrift,die,noun,規定,regulation,,,die Vorschriften,,C1,german_vocab_master.xlsx,noun | C1
vorsichtig,vorsichtig,,adj,用心深い,careful,,,,,A2,german_vocab_master.xlsx,adj | A2
vorspeise,die Vorspeise,die,noun,前菜,starter,,,die Vorspeisen,,A2,german_vocab_master.xlsx,noun | A2
vorstellung,die Vorstellung,die,noun,上演／想像,"performance, idea",,,die Vorstellungen,,A2,german_vocab_master.xlsx,Freizeit | noun | A2
vorstellungsgespräch,das Vorstellungsgespräch,das,noun,面接,job interview,,,die Vorstellungsgespräche,,A2,german_vocab_master.xlsx,Arbeit | noun | A2
vorteilhaft,vorteilhaft,,adj,有利な,advantageous / beneficial,,,,,B1,german_vocab_master.xlsx,adj | B1
vortäuschen,vortäuschen,,verb,ふりをする,to feign,täuschte vor,hat vorgetäuscht,,,C1,german_vocab_master.xlsx,verb | C1
vorurteil,das Vorurteil,das,noun,偏見,prejudice / bias,,,die Vorurteile,,B1,german_vocab_master.xlsx,noun | B1
vorwahl,die Vorwahl,die,noun,市外局番,area code,,,die Vorwahlen,,A2,german_vocab_master.xlsx,noun | A2
vorwiegend,vorwiegend,,adv,主に,mainly,,,,,C1,german_vocab_master.xlsx,adv | C1
vorübergehend,vorübergehend,,adj,一時的な,temporary,,,,,C1,german_vocab_master.xlsx,adj | C1
völlig,völlig,,adv,完全に,completely,,,,,A2,german_vocab_master.xlsx,adv | A2
wachsen,wachsen,,verb,成長する,to grow,wuchs,gewachsen,,,B1,german_vocab_master.xlsx,verb | B1
wachstum,das Wachstum,das,noun,成長,growth,,,,,B2,german_vocab_master.xlsx,Wirtschaft | noun | B2
wahl,die Wahl,die,noun,選挙／選択,election / choice,,,die Wahlen,,B1,german_vocab_master.xlsx,noun | B1
wahlkampagne,die Wahlkampagne,die,noun,選挙運動,election campaign,,,die Wahlkampagnen,,C1,german_vocab_master.xlsx,Politik | noun | C1
wahrheit,die Wahrheit,die,noun,真実,truth,,,die Wahrheiten,,B1,german_vocab_master.xlsx,noun | B1
wahrnehmung,die Wahrnehmung,die,noun,知覚,perception,,,die Wahrnehmungen,,B2,german_vocab_master.xlsx,noun | B2
wahrnehmungsfähigkeit,die Wahrnehmungsfähigkeit,die,noun,知覚能力,perceptive ability,,,,,C1,german_vocab_master.xlsx,noun | C1
wahrscheinlich,wahrscheinlich,,adj/adv,おそらく,probable,,,,,B2,german_vocab_master.xlsx,adj/adv | B2
wald,der Wald,der,noun,森,forest,,,die Wälder,,A2,german_vocab_master.xlsx,noun | A2
waldbrand,der Waldbrand,der,noun,山火事,forest fire,,,die Waldbrände,,B2,german_vocab_master.xlsx,Umwelt | noun | B2
wand,die Wand,die,noun,壁,wall,,,die Wände,,A1,german_vocab_master.xlsx,Wohnen | noun | A1
wange,die Wange,die,noun,頬,cheek,,,die Wangen,,A2,german_vocab_master.xlsx,noun | A2
wann,wann,,adv,いつ,when,,,,,A1,german_vocab_master.xlsx,adv | A1
ware,die Ware,die,noun,商品,goods / merchandise,,,die Waren,,B1,german_vocab_master.xlsx,noun | B1
warm,warm,,adj,暖かい,warm,,,,,A1,german_vocab_master.xlsx,Wetter | adj | A1
warnen vor (+dat.),warnen vor (+Dat.),,verb,〜について警告する,to warn about / of,warnte,gewarnt,,,B1,german_vocab_master.xlsx,verb | B1
warten,warten,,verb,待つ,to wait,wartete,hat gewartet,,auf + Akk.,A1,german_vocab_master.xlsx,verb | A1
warten auf (+akk.),warten auf (+Akk.),,verb,〜を待つ,to wait for,wartete,gewartet,,,B1,german_vocab_master.xlsx,verb | B1
warum,warum,,adv,なぜ,why,,,,,A1,german_vocab_master.xlsx,adv | A1
was,was,,pron,何,what,,,,,A1,german_vocab_master.xlsx,pron | A1
waschen,waschen,,verb,洗う,to wash,wusch,hat gewaschen,,,A1,german_vocab_master.xlsx,verb | A1
waschmaschine,die Waschmaschine,die,noun,洗濯機,washing machine,,,die Waschmaschinen,,A2,german_vocab_master.xlsx,Wohnen | noun | A2
wasser,das Wasser,das,noun,水,water,,,die Wässer,,A1,german_vocab_master.xlsx,Essen | noun | A1
wasserkraft,die Wasserkraft,die,noun,水力,hydropower,,,,,B2,german_vocab_master.xlsx,Umwelt | noun | B2
webseite,die Webseite,die,noun,ウェブサイト,website,,,die Webseiten,,A2,german_vocab_master.xlsx,noun | A2
weder ... noch,weder ... noch,,conj,～も～もない,neither ... nor,,,,,A2,german_vocab_master.xlsx,conj | A2
weg,der Weg,der,noun,道,"way, path",,,die Wege,,A1,german_vocab_master.xlsx,noun | A1
wegen,wegen,,prep,～のために,because of,,,,+Gen,A2,german_vocab_master.xlsx,prep | A2
wegräumen,wegräumen,,verb,片付ける,to put away / clear away,räumte weg,weggeräumt,,,B1,german_vocab_master.xlsx,verb | B1
weich,weich,,adj,柔らかい,soft,,,,,A2,german_vocab_master.xlsx,adj | A2
weil,weil,,conj,〜なので,because,,,,subord.,A1,german_vocab_master.xlsx,conj | A1
wein,der Wein,der,noun,ワイン,wine,,,die Weine,,A1,german_vocab_master.xlsx,Essen | noun | A1
weise,die Weise,die,noun,方法／やり方,way / manner,,,die Weisen,,B1,german_vocab_master.xlsx,noun | B1
weiterbildung,die Weiterbildung,die,noun,継続教育,further training,,,die Weiterbildungen,,B2,german_vocab_master.xlsx,Bildung | noun | B2
weiterentwickeln,weiterentwickeln,,verb,さらに発展させる,to further develop / advance,entwickelte weiter,weiterentwickelt,,,B1,german_vocab_master.xlsx,verb | B1
weitergehen,weitergehen,,verb,進み続ける,to go on,ging weiter,ist weitergegangen,,irregular,A2,german_vocab_master.xlsx,verb | A2
weitreichend,weitreichend,,adj,広範な,far-reaching,,,,,C1,german_vocab_master.xlsx,adj | C1
weiß,weiß,,adj,白い,white,,,,,A1,german_vocab_master.xlsx,Farben | adj | A1
welch-,welch-,,pron,どの,which,,,,inflected,A1,german_vocab_master.xlsx,pron | A1
welt,die Welt,die,noun,世界,world,,,die Welten,,A1,german_vocab_master.xlsx,noun | A1
weltanschauung,die Weltanschauung,die,noun,世界観,worldview,,,die Weltanschauungen,,C1,german_vocab_master.xlsx,noun | C1
wenig,wenig,,adj,少ない,"few, little",,,,,A2,german_vocab_master.xlsx,adj | A2
wenn,wenn,,conj,もし〜なら,"if, when",,,,subord.,A1,german_vocab_master.xlsx,conj | A1
wer,wer,,pron,誰,who,,,,,A1,german_vocab_master.xlsx,pron | A1
werben,werben,,verb,宣伝する,to advertise,warb,hat geworben,,irregular,B2,german_vocab_master.xlsx,verb | B2
werbung,die Werbung,die,noun,広告,advertisement,,,die Werbungen,,B2,german_vocab_master.xlsx,Wirtschaft | Medien | noun | B2
werden,werden,,verb,なる,to become,wurde,ist geworden,,,A1,german_vocab_master.xlsx,verb | A1
werfen,werfen,,verb,投げる,to throw,warf,geworfen,,,B1,german_vocab_master.xlsx,verb | B1
wesentlich,wesentlich,,adj,本質的な,essential,,,,,B2,german_vocab_master.xlsx,adj | B2
